Date,Open,High,Low,Close,Adj Close,Volume
2023-07-21,94.269997,94.400002,93.059998,94.010002,93.148460,6297900
2023-07-24,94.010002,95.400002,93.699997,94.669998,93.802406,7259800
2023-07-25,94.699997,95.570000,94.410004,94.419998,93.554695,7760100
2023-07-26,94.400002,95.150002,93.290001,93.540001,92.682762,7201100
2023-07-27,93.650002,94.709999,92.550003,92.750000,91.900002,8427800
2023-07-28,92.459999,92.599998,91.089996,91.570000,91.570000,5798400
2023-07-31,91.900002,92.199997,91.040001,91.559998,91.559998,5242900
2023-08-01,91.199997,91.430000,90.629997,90.940002,90.940002,4468500
2023-08-02,89.519997,90.139999,88.790001,89.320000,89.320000,6407400
2023-08-03,88.839996,89.519997,88.510002,89.139999,89.139999,5137700
2023-08-04,89.349998,90.050003,88.519997,88.790001,88.790001,6191700
2023-08-07,89.449997,89.709999,88.980003,89.080002,89.080002,4663300
2023-08-08,87.849998,88.519997,86.260002,88.470001,88.470001,6921200
2023-08-09,88.470001,89.010002,87.470001,87.559998,87.559998,5200500
2023-08-10,87.910004,88.930000,87.320000,87.639999,87.639999,4250100
2023-08-11,87.059998,88.199997,87.019997,87.699997,87.699997,3922300
2023-08-14,86.959999,87.400002,86.519997,87.330002,87.330002,3637500
2023-08-15,86.410004,86.470001,85.720001,86.160004,86.160004,9308700
2023-08-16,85.739998,86.790001,85.589996,85.989998,85.989998,5746300
2023-08-17,86.599998,86.900002,85.199997,85.790001,85.790001,7611200
2023-08-18,84.959999,86.300003,84.709999,84.889999,84.889999,6648700
2023-08-21,85.019997,85.309998,83.660004,84.250000,84.250000,5385300
2023-08-22,84.709999,84.769997,82.839996,82.980003,82.980003,6003300
2023-08-23,83.000000,83.720001,82.879997,83.389999,83.389999,5878600
2023-08-24,83.169998,84.750000,83.099998,83.440002,83.440002,5023000
2023-08-25,83.690002,84.150002,82.739998,83.220001,83.220001,5461400
2023-08-28,83.800003,84.870003,83.769997,84.379997,84.379997,6439700
2023-08-29,84.410004,85.589996,84.320000,85.550003,85.550003,6212300
2023-08-30,85.620003,86.000000,85.029999,85.260002,85.260002,5051800
2023-08-31,85.669998,85.669998,84.760002,85.150002,85.150002,5581200
2023-09-01,86.000000,86.449997,85.290001,85.750000,85.750000,4981800
2023-09-05,85.839996,86.269997,84.809998,84.839996,84.839996,4919400
2023-09-06,84.279999,84.750000,83.349998,84.160004,84.160004,5384000
2023-09-07,83.989998,84.870003,83.779999,83.839996,83.839996,5504200
2023-09-08,84.150002,84.949997,83.660004,84.919998,84.919998,6127600
2023-09-11,85.379997,85.669998,83.349998,83.510002,83.510002,7780900
2023-09-12,83.339996,86.529999,83.230003,85.550003,85.550003,8942600
2023-09-13,86.150002,87.800003,86.150002,87.250000,87.250000,10617400
2023-09-14,88.080002,89.110001,87.919998,89.070000,89.070000,8109600
2023-09-15,88.190002,88.730003,87.940002,88.410004,88.410004,17598400
2023-09-18,88.570000,89.050003,87.550003,88.709999,88.709999,5501900
2023-09-19,88.779999,89.470001,87.940002,88.510002,88.510002,5769000
2023-09-20,88.830002,89.150002,87.059998,87.139999,87.139999,5268200
2023-09-21,86.339996,86.510002,84.830002,84.879997,84.879997,6933900
2023-09-22,85.230003,85.230003,83.010002,83.290001,83.290001,7420600
2023-09-25,82.629997,83.279999,82.300003,83.029999,83.029999,4748800
2023-09-26,82.080002,82.769997,81.720001,82.169998,82.169998,5557000
2023-09-27,82.410004,82.610001,81.089996,81.650002,81.650002,5708200
2023-09-28,81.480003,82.550003,81.449997,82.190002,82.190002,5665400
2023-09-29,83.010002,83.089996,81.029999,81.669998,81.669998,6830500
2023-10-02,81.099998,81.470001,79.900002,80.410004,80.410004,6722200
2023-10-03,79.580002,79.839996,77.830002,78.019997,78.019997,7526800
2023-10-04,78.099998,79.290001,77.610001,79.089996,79.089996,6848700
2023-10-05,78.480003,79.540001,78.019997,79.150002,79.150002,5589300
2023-10-06,78.720001,80.790001,78.400002,80.330002,80.330002,6305600
2023-10-09,79.599998,80.080002,78.930000,79.910004,79.910004,5125000
2023-10-10,80.250000,81.110001,80.019997,80.129997,80.129997,6245400
2023-10-11,79.910004,80.209999,78.709999,78.900002,78.900002,8928700
2023-10-12,78.870003,78.870003,77.290001,77.809998,77.809998,11654600
2023-10-13,78.199997,79.230003,77.339996,77.790001,77.790001,6442800
2023-10-16,78.790001,79.180000,77.870003,78.730003,78.730003,7901500
2023-10-17,77.989998,80.629997,77.980003,80.330002,80.330002,12324800
2023-10-18,76.430000,77.070000,73.400002,74.879997,74.879997,34732300
2023-10-19,74.870003,76.459999,72.889999,72.919998,72.919998,17486100
2023-10-20,73.120003,74.000000,72.349998,73.129997,73.129997,11269900
